120_metros => 120_metros, tag#Zu, ctag#Zu, pos#number, lemma#LN_m:120
afán => afán, tag#NCMS000, ctag#NC, pos#noun, lemma#afán
afanes => afanes, tag#NCMP000, ctag#NC, pos#noun, lemma#afán
afecciones => afecciones, tag#NCFP000, ctag#NC, pos#noun, lemma#afección
afectada => afectada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#afectar
afectadamente => afectadamente, tag#RG, ctag#RG, pos#adverb, lemma#afectadamente
afectando => afectando, tag#VMG0000, ctag#VMG, pos#verb, lemma#afectar
afectísimo => afectísimo, tag#AQSMS00, ctag#AQ, pos#adjective, lemma#afecto
afecto => afecto, tag#NCMS000, ctag#NC, pos#noun, lemma#afecto
afectuosamente => afectuosamente, tag#RG, ctag#RG, pos#adverb, lemma#afectuosamente
afición => afición, tag#NCFS000, ctag#NC, pos#noun, lemma#afición
afilada => afilada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#afilar
a_fin_de => a_fin_de, tag#SP, ctag#SP, pos#adposition, lemma#a_fin_de
afirmación => afirmación, tag#NCFS000, ctag#NC, pos#noun, lemma#afirmación
afirmar => afirmar, tag#VMN0000, ctag#VMN, pos#verb, lemma#afirmar
afirmativa => afirmativa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#afirmativo
afirmó => afirmó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#afirmar
aflicción => aflicción, tag#NCFS000, ctag#NC, pos#noun, lemma#aflicción
aflictiva => aflictiva, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#aflictivo
aflige => aflige, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#afligir
afliges => afliges, tag#VMIP2S0, ctag#VMI, pos#verb, lemma#afligir
afligido => afligido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#afligir
afligió => afligió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#afligir
aflojaba => aflojaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#aflojar
a_flote => a_flote, tag#RG, ctag#RG, pos#adverb, lemma#a_flote
Afortunadamente => Afortunadamente, tag#RG, ctag#RG, pos#adverb, lemma#afortunadamente
a_fuego_lento => a_fuego_lento, tag#RG, ctag#RG, pos#adverb, lemma#a_fuego_lento
Agasajando => Agasajando, tag#VMG0000, ctag#VMG, pos#verb, lemma#agasajar
agente => agente, tag#NCCS000, ctag#NC, pos#noun, lemma#agente
agentes => agentes, tag#NCCP000, ctag#NC, pos#noun, lemma#agente
agitaba => agitaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#agitar
agitaban => agitaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#agitar
agitación => agitación, tag#NCFS000, ctag#NC, pos#noun, lemma#agitación
agitada => agitada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#agitar
agitadas => agitadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#agitar
agitado => agitado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#agitar
agitan => agitan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#agitar
agitando => agitando, tag#VMG0000, ctag#VMG, pos#verb, lemma#agitar
agitar => agitar, tag#VMN0000, ctag#VMN, pos#verb, lemma#agitar
Agnus_Dei => Agnus_Dei, tag#NP00000, ctag#NP, pos#noun, lemma#agnus_dei
agolpaba => agolpaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#agolpar
agraciado => agraciado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#agraciar
agraciar => agraciar, tag#VMN0000, ctag#VMN, pos#verb, lemma#agraciar
Agradaba => Agradaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#agradar
agradables => agradables, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#agradable
agradecimiento => agradecimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#agradecimiento
Agradezco => Agradezco, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#agradecer
agradó => agradó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#agradar
agranda => agranda, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#agrandar
agrandar => agrandar, tag#VMN0000, ctag#VMN, pos#verb, lemma#agrandar
agravan => agravan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#agravar
agravaré => agravaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#agravar
agraviado => agraviado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#agraviar
agresiva => agresiva, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#agresivo
agronomía => agronomía, tag#NCFS000, ctag#NC, pos#noun, lemma#agronomía
agrónomo => agrónomo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#agrónomo
agrónomo => agrónomo, tag#NCMS000, ctag#NC, pos#noun, lemma#agrónomo
agrupadas => agrupadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#agrupar
agua => agua, tag#NCCS000, ctag#NC, pos#noun, lemma#agua
aguantar => aguantar, tag#VMN0000, ctag#VMN, pos#verb, lemma#aguantar
aguantarían => aguantarían, tag#VMIC3P0, ctag#VMI, pos#verb, lemma#aguantar
Aguarda => Aguarda, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#aguardar
aguardaba => aguardaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#aguardar
Aguardaban => Aguardaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#aguardar
Aguardáis => Aguardáis, tag#VMIP2P0, ctag#VMI, pos#verb, lemma#aguardar
aguardan => aguardan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#aguardar
aguardar => aguardar, tag#VMN0000, ctag#VMN, pos#verb, lemma#aguardar
Aguarde => Aguarde, tag#VMM03S0, ctag#VMM, pos#verb, lemma#aguardar
aguardó => aguardó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#aguardar
aguas => aguas, tag#NCFP000, ctag#NC, pos#noun, lemma#agua
aguda => aguda, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#agudo
águila => águila, tag#NCFS000, ctag#NC, pos#noun, lemma#águila
aguja => aguja, tag#NCFS000, ctag#NC, pos#noun, lemma#aguja
agujas => agujas, tag#NCFP000, ctag#NC, pos#noun, lemma#aguja
agujereado => agujereado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#agujerear
agujeros => agujeros, tag#NCMP000, ctag#NC, pos#noun, lemma#agujero
ah => ah, tag#I, ctag#I, pos#interjection, lemma#ah
Ah => Ah, tag#I, ctag#I, pos#interjection, lemma#ah
ahí => ahí, tag#RG, ctag#RG, pos#adverb, lemma#ahí
Ahí => Ahí, tag#RG, ctag#RG, pos#adverb, lemma#ahí
ahoga => ahoga, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#ahogar
ahogando => ahogando, tag#VMG0000, ctag#VMG, pos#verb, lemma#ahogar
ahogaré => ahogaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#ahogar
ahogó => ahogó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#ahogar
ahora => ahora, tag#RG, ctag#RG, pos#adverb, lemma#ahora
Ahora => Ahora, tag#RG, ctag#RG, pos#adverb, lemma#ahora
ahorcaran => ahorcaran, tag#VMSI3P0, ctag#VMS, pos#verb, lemma#ahorcar
Ahorca-Suegras => Ahorca-Suegras, tag#NP00000, ctag#NP, pos#noun, lemma#ahorca-suegras
ahuecado => ahuecado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#ahuecar
ahullado => ahullado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#ahullado
ahuyenta => ahuyenta, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#ahuyentar
aire => aire, tag#NCMS000, ctag#NC, pos#noun, lemma#aire
aires => aires, tag#NCMP000, ctag#NC, pos#noun, lemma#aire
airosos => airosos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#airoso
aislamiento => aislamiento, tag#NCMS000, ctag#NC, pos#noun, lemma#aislamiento
ajena => ajena, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#ajeno
ajenas => ajenas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#ajeno
ajeros => ajeros, tag#NCMS000, ctag#NC, pos#noun, lemma#aje_ro
ajo => ajo, tag#NCMS000, ctag#NC, pos#noun, lemma#ajo
ajos => ajos, tag#NCMP000, ctag#NC, pos#noun, lemma#ajo
ajustado => ajustado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#ajustar
ala => ala, tag#NCFS000, ctag#NC, pos#noun, lemma#ala
alabanza => alabanza, tag#NCFS000, ctag#NC, pos#noun, lemma#alabanza
alabanzas => alabanzas, tag#NCFP000, ctag#NC, pos#noun, lemma#alabanza
alabastro => alabastro, tag#NCMS000, ctag#NC, pos#noun, lemma#alabastro
alambicada => alambicada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#alambicar
alambicadas => alambicadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#alambicar
Alamillos => Alamillos, tag#NP00000, ctag#NP, pos#noun, lemma#alamillos
Alamillos_de_Bustamante => Alamillos_de_Bustamante, tag#NP00000, ctag#NP, pos#noun, lemma#alamillos_de_bustamante
álamos => álamos, tag#NCMP000, ctag#NC, pos#noun, lemma#álamo
alardeaba => alardeaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#alardear
alarde => alarde, tag#NCMS000, ctag#NC, pos#noun, lemma#alarde
alardes => alardes, tag#NCMP000, ctag#NC, pos#noun, lemma#alarde
alargaba => alargaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#alargar
alargando => alargando, tag#VMG0000, ctag#VMG, pos#verb, lemma#alargar
alargar => alargar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alargar
alargó => alargó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#alargar
alarma => alarma, tag#NCFS000, ctag#NC, pos#noun, lemma#alarma
alarmado => alarmado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#alarmar
alarmando => alarmando, tag#VMG0000, ctag#VMG, pos#verb, lemma#alarmar
alarmantes => alarmantes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#alarmante
alarmas => alarmas, tag#NCFP000, ctag#NC, pos#noun, lemma#alarma
alas => alas, tag#NCFP000, ctag#NC, pos#noun, lemma#ala
a_las_mil_maravillas => a_las_mil_maravillas, tag#RG, ctag#RG, pos#adverb, lemma#a_las_mil_maravillas
alborotada => alborotada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#alborotar
alborotador => alborotador, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#alborotador
alborotar => alborotar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alborotar
alborozado => alborozado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#alborozar
albricias => albricias, tag#I, ctag#I, pos#interjection, lemma#albricias
Albricias => Albricias, tag#I, ctag#I, pos#interjection, lemma#albricias
alcalde => alcalde, tag#NCMS000, ctag#NC, pos#noun, lemma#alcalde
alcaldesa => alcaldesa, tag#NCFS000, ctag#NC, pos#noun, lemma#alcaldesa
alcance => alcance, tag#NCMS000, ctag#NC, pos#noun, lemma#alcance
alcanza => alcanza, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#alcanzar
alcanzaba => alcanzaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#alcanzar
alcanzar => alcanzar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alcanzar
alcanzas => alcanzas, tag#VMIP2S0, ctag#VMI, pos#verb, lemma#alcanzar
alcanzase => alcanzase, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#alcanzar
alcanzo => alcanzo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#alcanzar
alcoba => alcoba, tag#NCFS000, ctag#NC, pos#noun, lemma#alcoba
alcurniadas => alcurniadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#alcurniadas
aldaba => aldaba, tag#NCFS000, ctag#NC, pos#noun, lemma#aldaba
aldabón => aldabón, tag#NCMS000, ctag#NC, pos#noun, lemma#aldabón
aldeana => aldeana, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#aldeano
aldeano => aldeano, tag#NCMS000, ctag#NC, pos#noun, lemma#aldeano
aldeanos => aldeanos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#aldeano
aldeanos => aldeanos, tag#NCMP000, ctag#NC, pos#noun, lemma#aldeano
aldeas => aldeas, tag#NCFP000, ctag#NC, pos#noun, lemma#aldea
alegraba => alegraba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#alegrar
alegre => alegre, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#alegre
alegres => alegres, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#alegre
alegría => alegría, tag#NCFS000, ctag#NC, pos#noun, lemma#alegría
alegro => alegro, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#alegrar
Alejábase => Alejábase, tag#NP00000, ctag#NP, pos#noun, lemma#alejábase
alejar => alejar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alejar
alemana => alemana, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#alemán
alemán => alemán, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#alemán
alemanes => alemanes, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#alemán
Alemania => Alemania, tag#NP00000, ctag#NP, pos#noun, lemma#alemania
aletargó => aletargó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#aletargar
aleve => aleve, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#aleve
alevosa => alevosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#alevoso
alevosía => alevosía, tag#NCFS000, ctag#NC, pos#noun, lemma#alevosía
alevoso => alevoso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#alevoso
alférez => alférez, tag#NCCS000, ctag#NC, pos#noun, lemma#alférez
algarabía => algarabía, tag#NCFS000, ctag#NC, pos#noun, lemma#algarabía
algo => algo, tag#PI0CS00, ctag#PI, pos#pronoun, lemma#algo
Algo => Algo, tag#PI0CS00, ctag#PI, pos#pronoun, lemma#algo
algo => algo, tag#RG, ctag#RG, pos#adverb, lemma#algo
algodón => algodón, tag#NCMS000, ctag#NC, pos#noun, lemma#algodón
alguacil => alguacil, tag#NCMS000, ctag#NC, pos#noun, lemma#alguacil
alguaciles => alguaciles, tag#NCMP000, ctag#NC, pos#noun, lemma#alguacil
alguien => alguien, tag#PI0CS00, ctag#PI, pos#pronoun, lemma#alguien
Alguien => Alguien, tag#PI0CS00, ctag#PI, pos#pronoun, lemma#alguien
alguna => alguna, tag#DI0FS0, ctag#DI, pos#determiner, lemma#alguno
Alguna => Alguna, tag#DI0FS0, ctag#DI, pos#determiner, lemma#alguno
alguna => alguna, tag#PI0FS00, ctag#PI, pos#pronoun, lemma#alguno
algún => algún, tag#DI0MS0, ctag#DI, pos#determiner, lemma#alguno
algunas => algunas, tag#DI0FP0, ctag#DI, pos#determiner, lemma#alguno
algunas_veces => algunas_veces, tag#RG, ctag#RG, pos#adverb, lemma#algunas_veces
alguno => alguno, tag#PI0MS00, ctag#PI, pos#pronoun, lemma#alguno
Alguno => Alguno, tag#PI0MS00, ctag#PI, pos#pronoun, lemma#alguno
algunos => algunos, tag#DI0MP0, ctag#DI, pos#determiner, lemma#alguno
algunos => algunos, tag#PI0MP00, ctag#PI, pos#pronoun, lemma#alguno
Algunos => Algunos, tag#PI0MP00, ctag#PI, pos#pronoun, lemma#alguno
alhaja => alhaja, tag#NCFS000, ctag#NC, pos#noun, lemma#alhaja
aliciente => aliciente, tag#NCMS000, ctag#NC, pos#noun, lemma#aliciente
aliento => aliento, tag#NCMS000, ctag#NC, pos#noun, lemma#aliento
alimentan => alimentan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#alimentar
alimento => alimento, tag#NCMS000, ctag#NC, pos#noun, lemma#alimento
alineadas => alineadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#alinear
allá => allá, tag#RG, ctag#RG, pos#adverb, lemma#allá
Allá => Allá, tag#RG, ctag#RG, pos#adverb, lemma#allá
Allan_Kardec => Allan_Kardec, tag#NP00000, ctag#NP, pos#noun, lemma#allan_kardec
allegados => allegados, tag#VMP00PM, ctag#VMP, pos#verb, lemma#allegar
allegando => allegando, tag#VMG0000, ctag#VMG, pos#verb, lemma#allegar
allí => allí, tag#RG, ctag#RG, pos#adverb, lemma#allí
Allí => Allí, tag#RG, ctag#RG, pos#adverb, lemma#allí
alma => alma, tag#NCFS000, ctag#NC, pos#noun, lemma#alma
almas => almas, tag#NCFP000, ctag#NC, pos#noun, lemma#alma
almenadas => almenadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#almenar
almibaradas => almibaradas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#almibarar
almibarado => almibarado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#almibarar
almohada => almohada, tag#NCFS000, ctag#NC, pos#noun, lemma#almohada
almoneda => almoneda, tag#NCFS000, ctag#NC, pos#noun, lemma#almoneda
almorzar => almorzar, tag#VMN0000, ctag#VMN, pos#verb, lemma#almorzar
almuerzas => almuerzas, tag#VMIP2S0, ctag#VMI, pos#verb, lemma#almorzar
alojamiento => alojamiento, tag#NCMS000, ctag#NC, pos#noun, lemma#alojamiento
alojar => alojar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alojar
a_lo_lejos => a_lo_lejos, tag#RG, ctag#RG, pos#adverb, lemma#a_lo_lejos
Alonso_González_de_Bustamante => Alonso_González_de_Bustamante, tag#NP00000, ctag#NP, pos#noun, lemma#alonso_gonzález_de_bustamante
a_lo_tonto => a_lo_tonto, tag#RG, ctag#RG, pos#adverb, lemma#a_lo_tonto
alquitrán => alquitrán, tag#NCMS000, ctag#NC, pos#noun, lemma#alquitrán
alrededores => alrededores, tag#NCMP000, ctag#NC, pos#noun, lemma#alrededor
alta => alta, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#alto
altanería => altanería, tag#NCFS000, ctag#NC, pos#noun, lemma#altanería
altanero => altanero, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#altanero
altar => altar, tag#NCMS000, ctag#NC, pos#noun, lemma#altar
altares => altares, tag#NCMP000, ctag#NC, pos#noun, lemma#altar
altas => altas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#alto
alteraban => alteraban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#alterar
alterada => alterada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#alterar
alterado => alterado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#alterar
alterar => alterar, tag#VMN0000, ctag#VMN, pos#verb, lemma#alterar
alteraron => alteraron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#alterar
alternativamente => alternativamente, tag#RG, ctag#RG, pos#adverb, lemma#alternativamente
altisonantes => altisonantes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#altisonante
alto => alto, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#alto
Alto => Alto, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#alto
altura => altura, tag#NCFS000, ctag#NC, pos#noun, lemma#altura
alucinación => alucinación, tag#NCFS000, ctag#NC, pos#noun, lemma#alucinación
alumbraban => alumbraban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#alumbrar
alumbrado => alumbrado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#alumbrar
alumnos => alumnos, tag#NCMP000, ctag#NC, pos#noun, lemma#alumno
alza => alza, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#alzar
alzaba => alzaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#alzar
alzaban => alzaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#alzar
alzada => alzada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#alzar
alzado => alzado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#alzar
alzando => alzando, tag#VMG0000, ctag#VMG, pos#verb, lemma#alzar
alzaron => alzaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#alzar
alzó => alzó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#alzar
ama => ama, tag#NCFS000, ctag#NC, pos#noun, lemma#ama
ama => ama, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#amar
amaba => amaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#amar
amabilidad => amabilidad, tag#NCFS000, ctag#NC, pos#noun, lemma#amabilidad
amabilísimo => amabilísimo, tag#AQSMS00, ctag#AQ, pos#adjective, lemma#amable
amable => amable, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#amable
amada => amada, tag#NCFS000, ctag#NC, pos#noun, lemma#amado
amado => amado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#amar
amando => amando, tag#VMG0000, ctag#VMG, pos#verb, lemma#amar
Amanecerá => Amanecerá, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#amanecer
amanecer => amanecer, tag#NCMS000, ctag#NC, pos#noun, lemma#amanecer
amanecer => amanecer, tag#VMN0000, ctag#VMN, pos#verb, lemma#amanecer
amaneramiento => amaneramiento, tag#NCMS000, ctag#NC, pos#noun, lemma#amaneramiento
amanezcamos => amanezcamos, tag#VMSP1P0, ctag#VMS, pos#verb, lemma#amanecer
a_mansalva => a_mansalva, tag#RG, ctag#RG, pos#adverb, lemma#a_mansalva
amantes => amantes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#amante
amantes => amantes, tag#NCCP000, ctag#NC, pos#noun, lemma#amante
amar => amar, tag#VMN0000, ctag#VMN, pos#verb, lemma#amar
Amar => Amar, tag#VMN0000, ctag#VMN, pos#verb, lemma#amar
amaré => amaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#amar
amarga => amarga, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#amargo
amarga => amarga, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#amargar
amargaban => amargaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#amargar
amarguísima => amarguísima, tag#AQSFS00, ctag#AQ, pos#adjective, lemma#amargo
amargura => amargura, tag#NCFS000, ctag#NC, pos#noun, lemma#amargura
amarguras => amarguras, tag#NCFP000, ctag#NC, pos#noun, lemma#amargura
amarilla => amarilla, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#amarillo
amarillez => amarillez, tag#NCFS000, ctag#NC, pos#noun, lemma#amarillez
amarillo => amarillo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#amarillo
amarillos => amarillos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#amarillo
amas => amas, tag#NCFP000, ctag#NC, pos#noun, lemma#ama
amasan => amasan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#amasar
amasijo => amasijo, tag#NCMS000, ctag#NC, pos#noun, lemma#amasijo
ambas => ambas, tag#DI0FP0, ctag#DI, pos#determiner, lemma#ambos
ámbito => ámbito, tag#NCMS000, ctag#NC, pos#noun, lemma#ámbito
ambos => ambos, tag#DI0MP0, ctag#DI, pos#determiner, lemma#ambos
Ambos => Ambos, tag#DI0MP0, ctag#DI, pos#determiner, lemma#ambos
ambos => ambos, tag#PI0MP00, ctag#PI, pos#pronoun, lemma#ambos
Ambos => Ambos, tag#PI0MP00, ctag#PI, pos#pronoun, lemma#ambos
amedrantan => amedrantan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#amedrantan
amena => amena, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#ameno
amenazaba => amenazaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#amenazar
amenazada => amenazada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#amenazar
amenazadora => amenazadora, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#amenazador
amenazando => amenazando, tag#VMG0000, ctag#VMG, pos#verb, lemma#amenazar
amenazas => amenazas, tag#NCFP000, ctag#NC, pos#noun, lemma#amenaza
amengua => amengua, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#amenguar
amengüe => amengüe, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#amenguar
ameno => ameno, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#ameno
amenos => amenos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#ameno
amerengado => amerengado, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#amerengado
amiga => amiga, tag#NCFS000, ctag#NC, pos#noun, lemma#amigo
amigables => amigables, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#amigable
amigas => amigas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#amigo
amigas => amigas, tag#NCFP000, ctag#NC, pos#noun, lemma#amigo
amigo => amigo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#amigo
amigo => amigo, tag#NCMS000, ctag#NC, pos#noun, lemma#amigo
Amigo => Amigo, tag#NCMS000, ctag#NC, pos#noun, lemma#amigo
Amigo_Pinzón => Amigo_Pinzón, tag#NP00000, ctag#NP, pos#noun, lemma#amigo_pinzón
amigos => amigos, tag#NCMP000, ctag#NC, pos#noun, lemma#amigo
amigotes => amigotes, tag#NCMP000, ctag#NC, pos#noun, lemma#amigote
amiguitas => amiguitas, tag#NCFP00V, ctag#NC, pos#noun, lemma#amiga
amiguito => amiguito, tag#AQVMS00, ctag#AQ, pos#adjective, lemma#amigo
amiguito => amiguito, tag#NCMS00V, ctag#NC, pos#noun, lemma#amigo
aminoraba => aminoraba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#aminorar
amistad => amistad, tag#NCFS000, ctag#NC, pos#noun, lemma#amistad
amistades => amistades, tag#NCFP000, ctag#NC, pos#noun, lemma#amistad
amistosa => amistosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#amistoso
amistoso => amistoso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#amistoso
amo => amo, tag#NCMS000, ctag#NC, pos#noun, lemma#amo
amo => amo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#amar
amonestación => amonestación, tag#NCFS000, ctag#NC, pos#noun, lemma#amonestación
amonestaciones => amonestaciones, tag#NCFP000, ctag#NC, pos#noun, lemma#amonestación
amonestando => amonestando, tag#VMG0000, ctag#VMG, pos#verb, lemma#amonestar
